ph,es_dia
20.9,1
20.9,1
20.9,1
21.109,1
21.109,1
21.109,1
21.369,1
21.369,1
21.369,1
21.68,1
21.68,1
21.68,1
22.039,1
22.039,1
22.039,1
22.38,1
22.38,1
22.38,1
22.66,1
22.66,1
22.66,1
22.71,1
22.71,1
22.71,1
22.74,1
22.74,1
22.74,1
22.71,1
22.71,1
22.71,1
22.82,1
22.82,1
22.82,1
23.0,1
23.0,1
23.0,1
23.35,1
23.35,1
23.35,1
23.71,1
23.71,1
23.71,1
23.91,1
23.91,1
23.91,1
24.01,1
24.01,1
24.22,1
24.22,1
24.22,1
24.57,1
24.57,1
24.57,1
25.14,1
25.14,1
25.14,1
25.84,1
25.84,1
25.84,1
26.609,1
26.609,1
26.609,1
27.33,1
27.33,1
27.33,1
27.91,1
27.91,1
27.91,1
28.43,1
28.43,1
28.43,1
28.939,1
28.939,1
28.939,1
29.3,1
29.3,1
29.3,1
29.349,1
29.349,1
29.349,1
28.99,1
28.99,1
28.99,1
28.619,1
28.619,1
28.519,1
28.519,1
28.519,1
28.5,1
28.48,1
28.48,1
28.48,1
28.74,1
28.74,1
28.74,1
29.3,1
29.3,1
29.3,1
29.109,1
29.109,1
29.109,1
28.519,1
28.519,1
28.519,1
28.4,1
28.4,1
28.4,1
28.48,1
28.99,1
28.99,1
28.99,1
29.26,1
29.26,1
29.26,1
29.33,1
29.33,1
29.33,1
29.619,1
29.619,1
29.619,1
30.15,1
30.15,1
30.349,1
30.349,1
30.349,1
30.71,1
30.71,1
31.0,1
31.0,1
31.0,1
31.41,1
31.41,1
31.41,1
31.41,1
31.41,1
30.88,1
30.88,1
30.88,1
30.199,1
30.199,1
30.199,1
29.59,1
29.23,1
29.23,1
29.23,1
28.89,1
28.89,1
28.89,1
28.769,1
28.769,1
28.769,1
28.91,1
28.91,1
28.65,1
28.65,1
28.65,1
28.74,1
28.74,1
28.74,1
28.82,1
28.82,1
28.82,1
28.82,1
28.82,1
28.82,1
28.38,1
28.38,1
28.38,1
27.89,1
27.89,1
27.89,1
27.89,1
27.89,1
27.99,1
27.99,1
27.99,1
27.74,1
27.74,1
27.74,1
26.91,1
26.91,1
26.91,1
26.17,1
26.17,1
26.17,1
26.14,1
26.14,1
26.14,1
26.039,1
26.039,1
25.689,1
25.689,1
25.769,1
25.769,1
25.769,1
26.09,1
26.09,1
26.09,1
25.939,1
25.939,1
25.269,1
25.269,1
25.269,1
24.039,1
24.039,1
22.66,1
22.66,1
22.66,1
21.5,1
21.5,1
21.5,1
21.029,1
21.029,1
21.029,1
20.74,1
20.74,1
20.74,1
20.449,1
20.26,1
20.26,1
20.26,1
20.08,1
20.08,1
20.08,1
19.92,1
19.92,1
19.92,1
19.68,1
19.68,1
19.68,1
19.47,1
19.47,1
19.47,1
19.279,1
19.279,1
19.279,1
19.22,1
19.22,1
19.22,1
19.14,1
19.14,1
19.14,1
18.869,1
18.869,1
18.869,1
18.58,1
18.58,1
18.58,1
18.47,1
18.47,1
18.47,1
18.44,1
18.44,1
18.44,1
18.33,1
18.33,1
18.33,1
18.109,1
18.109,1
18.109,1
17.949,1
17.949,1
17.949,1
17.73,1
17.73,1
17.73,1
17.4,1
17.4,1
17.039,1
17.039,1
17.039,1
16.73,1
16.73,1
16.73,1
16.529,1
16.529,1
16.529,1
16.309,1
16.309,1
16.309,1
16.109,1
16.109,1
16.109,1
15.94,1
15.94,1
15.94,1
15.769,1
15.769,1
15.769,1
15.599,1
15.599,1
15.599,1
15.48,1
15.48,1
15.4,1
15.4,1
15.4,1
15.4,1
15.4,1
15.4,1
15.4,1
15.4,1
15.4,1
15.339,1
15.339,1
15.17,1
15.17,1
15.17,1
14.969,1
14.969,1
14.969,1
14.88,1
14.88,1
14.88,1
